NUTS,air passengers per100k,GDP per100k,farm labour force per100k,deaths per100k,hosp discharges resp diseases per100k,stock of vehicles per100k,thousand hours worked per100k,students tertiary ed per100k,health personnel per100k,students enrolled per100k,utilised agricultural area per100k,pct leavers from education,longterm care beds,NEET rate,regional GWA,unemployment rate,pop density,life expectancy,crude death rate,compensation of employees per100k,education and training,hospital beds,covid_severity,covid_density_by100k,Covid_Cases
HR04,127.03199977052283,1366.865062586543,5154.295451099572,1308.9138838525191,1042.37020104956,45649.56378850402,73097.92677070873,4257.9934233931845,359.191361227971,3967.123671425959,41119.25250050012,2.6,435.82,13.6,109.6,7.5,85.8,77.9,1320.16,614.0574132485062,10.354621848739496,579.08,below_than_avg,164.73181905725863,4422
ITC1,92.71164035584384,3195.8927142846205,1288.03537377033,1232.529005150982,1034.904993184059,77596.69717390704,76466.10458253436,3046.1468304657365,365.5116409125312,4609.371321369349,22002.603905115422,12.0,131.19,16.6,105.0,7.5,172.3,83.3,1213.45,1278.0080427405996,7.0,346.77,higher_than_avg,747.3527776495592,32220
ITC2,9060.265019679353,3893.373002543308,0.0,1113.297183166179,1242.0621590927267,217527.2325927348,87303.29350416687,922.9489578834557,368.69971367787963,4629.94065614153,0.0,11.86,906.48,14.7,101.5,5.8,38.6,83.6,1147.43,1370.8271350192747,7.5,359.01,higher_than_avg,974.9348177295775,1219
ITC3,100.9295486829317,3262.059408745654,769.9239126300313,1400.4220809456292,1318.6422581986403,62522.41239328291,74889.5611696023,2256.9788290598403,456.18319729595373,4252.747526603035,2448.1481821532425,10.7,198.78,15.4,101.0,8.3,284.3,83.5,1416.52,1217.1290363621815,8.7,351.56,higher_than_avg,692.6036151010017,10561
ITC4,489.6085823908847,3976.8140977274534,523.8540580290282,997.0778656751634,1053.7314903403626,69486.81250013712,82641.5886869064,3274.1826011842113,368.67239046783067,4932.744638249504,9197.812198768957,11.9,144.36,15.7,106.4,5.0,435.8,84.2,982.92,1574.7952501505347,7.9,350.53,higher_than_avg,974.4602946945839,97715
ITF1,54.02101023153297,2560.4683675685365,2088.9669621721546,1129.263235340715,1071.378061287184,79225.55974345043,69954.75836997204,3807.3606138146947,424.90345386690734,4435.287234889381,32780.474534773995,8.0,518.55,15.5,100.6,9.3,120.5,83.7,1111.32,997.0315493519412,6.9,293.07,below_than_avg,276.6741296550615,3580
ITF2,3769.653450966299,2159.475701792916,3923.252006548736,1218.9034860040729,678.1668862889164,84829.75948036044,65216.46102037828,2797.5215961878903,405.96840101691754,4193.786686898535,57966.96348946478,8.6,1611.79,25.5,103.5,9.5,68.2,83.6,1177.64,815.8301055517842,7.1,300.18,below_than_avg,167.71153615780858,504
ITF3,189.66612005336702,1919.256398167903,1168.0379850434417,942.9035652643851,846.9675916726875,69296.6370064615,56427.22704946287,3979.5572344739967,384.8117948027562,5103.478676916877,8910.84134273249,17.3,2006.23,28.0,101.7,17.9,422.2,82.1,924.17,756.7772725577772,5.3,252.21,below_than_avg,95.46329634954867,5453
ITF4,209.79914274259133,1959.7607571386475,2423.288868427809,990.0576859109025,949.8128780855512,68240.26985016334,62016.11057077559,2305.159859914679,379.4799541143423,4668.321821868032,29963.283885255503,15.6,470.68,22.7,103.1,14.0,206.8,83.7,960.47,795.8075584858746,5.5,283.3,below_than_avg,124.80696531130282,4934
ITF5,2047.59690209305,2365.974760236709,4122.880268375828,1176.313230451113,1237.2255781250565,79523.14849960415,66420.08914531118,1404.77972142994,339.0847603451579,4181.6236303759215,87596.29392647863,10.1,1027.07,21.0,105.9,8.6,55.7,83.0,1091.16,874.733847382938,7.1,288.35,below_than_avg,89.10916143398873,493
ITF6,186.6839835067657,1774.9449609579171,2588.0228708997893,1064.4577136491544,739.7141665478774,78563.65258617504,56888.39613327632,2449.435354863234,383.1878824355502,4642.655389602505,26313.149711473994,16.6,505.92,26.5,99.2,20.1,126.5,82.8,1007.27,686.8502885260096,5.6,248.18,below_than_avg,72.64625602525724,1376
ITG1,372.94191730132974,1833.019984452207,1782.6631851643695,1074.9104155855343,855.1286179899042,77692.50649704941,53699.38403664193,2447.526198441529,434.0869979016633,4874.868982152857,27200.63832100244,19.4,1258.83,29.3,99.8,17.9,192.1,82.3,1027.28,732.4466852228278,4.7,281.95,below_than_avg,79.4209164993262,3872
ITG2,564.4627365863314,2187.590630799673,2254.8725786025375,1055.0247235547315,1093.9917015228766,76769.47619818803,64123.426041234256,2580.755649125942,471.26464596825184,4133.974426989968,70397.44456047668,12.0,825.4,19.3,99.6,13.3,68.3,83.6,994.66,877.396112361405,8.6,301.25,below_than_avg,97.16924760846378,1566
ITH1,6.946478323232779,4790.422871561494,0.0,836.2057959913188,1066.9415219170778,107059.68714563573,101169.09230180006,888.9614827164111,332.3045035708654,5214.364566201816,0.0,14.2,132.48,10.4,107.8,3.8,72.2,84.5,826.12,1846.6743265670882,7.1,349.97,below_than_avg,531.499463056,2831
ITH2,2076.9879937124047,3844.205894485951,5876.151624879681,930.2837237017004,800.8433790163633,145131.2279415135,84620.04858596508,3352.9816198377407,324.1508915066233,4950.268139524224,49968.37328688637,7.9,109.87,11.6,105.6,5.3,88.2,84.9,916.56,1397.2223495439337,10.8,347.06,higher_than_avg,918.1830682495302,5008
ITH3,377.1981620505118,3378.882067777205,3728.121369103896,1002.2272399625098,1003.2520121915103,74219.1901716965,81993.40333620748,2479.5388852896613,346.3730134021761,4835.6746987630795,33129.86139135785,10.5,135.28,12.6,105.3,5.8,282.0,84.3,995.51,1335.9504649699036,7.6,328.97,below_than_avg,441.30791269678446,21532
ITH4,64.6650351180883,3214.315678120668,3249.832534139822,1187.0179138728056,1236.262825231965,75232.95993420748,76889.76932821318,2734.3361388010107,394.2909064379846,4503.4222726277885,36410.559966042565,8.5,135.33,11.0,103.3,5.6,159.9,83.9,1174.2,1345.604767305358,8.7,326.82,below_than_avg,293.5626786578855,3541
ITH5,221.88028589739656,3668.1613998193147,3309.05157322195,1126.1796560530756,1403.8604257637396,74944.50752768911,83192.71282866788,3796.605780446265,426.1983159499108,4767.950854356704,46749.2018021921,9.3,204.74,13.2,106.3,5.7,201.9,84.0,1113.52,1438.5100397189233,9.2,371.56,higher_than_avg,686.0032181041769,30624
ITI1,222.96214951436065,3215.3156825016827,3507.869212510037,1182.8395243943557,1166.0219008247677,79727.04536560728,78582.50452599894,3504.104881308471,439.04559309204603,4543.087374460231,40561.887365252514,11.7,271.87,15.2,103.7,6.6,162.7,84.1,1152.71,1218.1104953074498,8.2,285.45,below_than_avg,297.4092464431809,10982
ITI2,25.052719886458316,2673.869898237691,4411.806956151994,1179.4314871317508,1162.5381393184052,83756.06925123397,73254.40577361763,3115.845845328185,442.674665149713,4475.587963202382,73480.31695138279,11.2,282.41,14.9,103.4,8.2,105.5,84.5,1130.5,1039.1477478409267,8.1,302.88,below_than_avg,181.34491734326247,1578
ITI3,31.864145036068624,2802.4482505129995,3712.6356539950502,1153.0589579234627,1107.0476613568571,78247.96122358317,76531.78613737809,3423.0156967273806,375.5605974064437,4692.557276131243,62078.22978147278,9.8,298.01,14.6,102.6,7.4,161.9,84.4,1112.52,1101.0119840917266,6.2,301.75,below_than_avg,467.84762327854287,7077
ITI4,855.6735062633562,3489.4026790833436,1962.923710408812,986.7783240961135,925.0829612384244,73406.64037389023,79316.90150633286,5116.70170439738,468.85695918828293,4759.264728877461,21571.659398509306,11.9,567.21,17.6,104.1,9.1,343.0,83.8,979.13,1420.9844154490333,7.8,338.37,below_than_avg,163.4727313793283,9409
LU00,697.3237843950245,10144.629999936113,563.8004944833798,684.0672855162368,5092.741957428241,215739.63182343845,254521.18534992868,13353.48585918775,284.2960000511094,6256.907753933826,20929.296543088414,8.2,82.62,12.120833333333334,112.1,7.937190082644629,239.8,81.617,674.73,5015.2593482274615,16.3,426.45,higher_than_avg,1010.2091013052062,6325
LV00,408.14079966451305,1594.8329773153184,4303.14387932955,1453.0252794632208,1671.4621104126654,70806.77232846759,83535.06248028262,4382.677512849056,327.7811996278192,6331.634057163825,98429.76397971352,7.2,366.34,12.120833333333334,111.3,7.937190082644629,30.2,81.617,1483.83,728.6089087501801,6.6,542.32,below_than_avg,69.56111496979308,1327
MT00,1422.1748898096253,2612.308672973624,864.8098195754076,716.7232841784502,6196.715047071854,262506.334297987,309694.7130329233,16248.171897614922,374.10312419835043,5205.960774558655,2114.411424040547,16.7,93.18,12.120833333333334,125.0,7.937190082644629,1595.1,81.617,762.02,1120.797412955434,11.0,430.84,below_than_avg,292.8693029438515,1507
NL11,2771.760095311897,4210.732488316441,955.8499725193133,938.7812230100398,822.5430388518876,55151.68997688892,69767.83086917487,8773.678622756739,541.0793594439684,6052.407888493273,27815.234200312017,6.1,437.825,5.6,97.4,5.2,247.9,81.3,962.35,1802.2892606841835,19.9,550.9032110091744,below_than_avg,91.4884973697057,536
NL12,2498.442204638153,3189.0863549434807,1453.9423377238802,962.5252132064121,820.0542497426752,60599.393498339115,67512.00464030697,3967.031665171696,235.40018801243775,6948.3058109998055,34839.22782584078,6.4,437.825,4.5,104.7,3.9,191.0,82.0,988.31,1508.4074792640129,16.4,550.9032110091744,below_than_avg,118.16166300232169,768
NL13,35.85303900081429,3180.421809991047,1286.2530940970098,1041.7637264473892,828.8736474086558,62447.28387909626,65610.6562524054,2984.3097378474404,292.9010982778388,6655.904002981676,30428.494455945325,6.5,437.825,5.6,103.4,3.7,184.5,81.9,1080.19,1526.6912708990808,18.1,550.9032110091744,below_than_avg,119.71268954509178,591
NL21,1396.9989831435832,3915.7574892077296,1158.8033785097462,901.406221234233,754.0394664170694,57659.3720266413,75114.11675438701,4643.300189434673,263.76326343807585,7147.244594401613,17096.436184947426,6.8,437.825,4.7,109.8,3.5,344.9,81.9,903.93,1885.2277087351579,17.3,550.9032110091744,below_than_avg,290.862228859796,3381
NL22,778.4838769060841,3919.4267173933054,964.5476022458811,914.6423311754057,834.7747215659805,57285.54635964778,73383.18427269658,4849.008989660356,367.5060595833461,6709.454484091676,11143.11355198969,6.1,437.825,4.3,108.2,3.5,415.8,82.1,913.87,1851.7684011904398,17.6,550.9032110091744,below_than_avg,344.92644126039335,7195
NL23,3838.769233678706,3488.3492781682235,1151.2430824947226,583.6589672853121,705.1659373884512,101488.34218632172,61980.13810189092,3866.9475037882285,122.92533940395393,7965.561993376215,20944.586675365998,9.0,437.825,5.5,111.5,3.9,292.5,82.4,591.63,1472.0309393623484,18.0,550.9032110091744,below_than_avg,284.85583458031635,1205
NL31,1230.9292307412422,5748.716487104988,388.8629057382672,744.600452839571,745.2068667276618,61508.78807426448,86427.24435675025,6037.532471568664,584.3555829115598,7241.264039429031,4886.937920652259,6.0,437.825,3.7,114.8,3.5,934.6,82.7,750.0,2649.5738805410124,22.2,550.9032110091744,below_than_avg,384.8454137296652,5077
NL32,2489.645000724077,6172.28489262299,568.8434246318927,801.728895058112,627.4641633851671,48250.2855503699,87545.03777877409,5291.528782331265,482.440345237256,6484.224666064947,4446.563619650033,7.4,437.825,5.6,114.5,3.9,1041.2,82.4,811.96,2678.9469242691594,20.5,550.9032110091744,below_than_avg,383.67412425721307,11048
NL33,56.13867909587349,4559.559212552203,695.4572805216677,833.9077621739076,748.524623701259,48148.34499061106,75017.70024242188,5472.372799287664,364.7678777789915,6894.561572139404,3435.6230632222478,7.0,437.825,4.3,105.2,4.4,1292.2,82.2,842.33,2129.1568862422578,19.9,550.9032110091744,below_than_avg,466.65610839305305,17473
NL34,4234.5001668891855,3752.576351802403,1468.1033044058745,1025.8469626168223,761.1711448598131,61605.57827102804,69793.83970293726,2760.451435246996,163.76001335113483,6387.944342456609,31860.18858477971,7.4,437.825,3.5,106.1,2.6,212.6,82.6,1026.48,1644.1192423230975,17.7,550.9032110091744,below_than_avg,258.1567089452604,990
NL41,264.7334814696317,4715.99774479068,1070.2489899354457,892.9536414022097,790.1816457955757,62802.858419285556,81101.30688989857,4687.089706998368,262.47046865824797,6458.716598613709,9633.411433286967,8.0,437.825,3.9,109.9,3.5,514.8,82.3,903.55,2166.678697050865,17.5,550.9032110091744,below_than_avg,451.74417810691176,11578
NL42,39.38413946997899,4103.826437677732,1149.3007972602961,1074.7394604909948,890.887136692502,59216.20191890269,75027.77029379673,4452.197948265352,350.518841282813,5521.029787835851,8766.551408385778,7.5,437.825,4.6,107.9,3.5,517.7,81.8,1053.85,1903.2385398867348,15.3,550.9032110091744,below_than_avg,465.18039278518364,5197
PT11,369.2797715908258,1769.8793792363128,3796.8438228777254,977.4460484575166,891.833578106876,0.0,88055.25687361586,3382.197711097524,531.5581352028815,5610.070991889438,18085.283125679303,10.5,437.825,8.5,111.7,6.8,169.3,82.4,985.99,778.7453941417566,8.4,334.11,below_than_avg,551.807968924896,19729
PT15,2066.8056550320935,2316.9482169495855,2627.7012632126384,1167.1829308905444,7273.181666038972,0.0,101505.54508834277,1903.258623285265,419.24608696048864,6799.177018562702,21037.57704046021,19.9,437.825,12.8,115.3,8.3,88.9,80.7,1208.45,836.0651998375935,9.4,277.45,below_than_avg,226.95857264727215,995
PT16,0.6314028192135879,1803.9719747348672,4353.071436463963,1265.782251717754,1438.0679441215186,0.0,84303.59020153026,3548.7093449872254,500.2965338240235,5327.686788121509,25166.814369826163,6.0,437.825,8.8,109.8,5.6,79.2,82.0,1280.33,743.8930944826668,10.4,317.51,below_than_avg,208.58843134734596,4625
PT17,1089.8021564140604,2681.1144732320226,384.1758659324018,987.3669005249938,1113.6233237643792,0.0,96618.79905227307,4848.718529011564,650.898692125652,6663.006518416692,2597.3781044902476,7.0,437.825,8.5,109.7,7.7,1015.9,82.2,1004.82,1200.274022167646,12.5,385.42,higher_than_avg,993.6883397735179,28452
PT18,0.42579886964593405,1903.098112575544,6391.24103338547,1482.0639322809477,4525.683451868379,0.0,84435.8306910148,2209.328401636203,310.26544301533727,5763.045767701168,304660.5105612313,12.7,437.825,7.6,102.9,5.9,22.7,80.7,1476.48,741.0915779822243,10.3,214.46,below_than_avg,122.20427558838308,861
PT20,1168.058781858021,1840.6604721659337,4509.9589779073785,935.3531359659961,13132.862491480426,0.0,85414.47552677967,1100.9242326891713,354.61869223545693,6865.434356414439,48843.473533336626,27.0,437.825,17.2,108.5,6.1,105.3,78.8,943.07,776.6272920476449,5.8,611.15,below_than_avg,77.01939076426301,187
PT30,1315.2202128580082,1993.848671014025,4995.004995004995,1053.670738710109,12541.027796933307,0.0,89681.09449605513,1241.2784066327374,442.0776074319382,6344.049651136266,2068.7973443878955,23.2,437.825,16.1,108.8,7.9,318.0,78.8,1074.14,813.0806201672343,7.9,735.15,below_than_avg,52.70320230950153,134
RO11,117.53026286502981,1053.435836680826,8495.624411907063,1238.1503076238828,2434.925566129615,42084.1954770869,83759.87711531902,3672.4085342515923,335.31847207517853,4820.153966999669,69999.20311812419,14.9,558.57,12.1,129.2,3.8,75.0,75.7,1250.91,381.05007048282795,0.7,732.38,below_than_avg,230.97797818898977,5884
RO12,36.84942194359317,1159.2892943141298,6746.079402944324,1253.312343994754,2679.5966521889763,41086.4574702375,71112.23478568152,2431.457051199529,321.3200473815311,5152.611902579287,73180.01439417044,21.7,558.57,24.3,120.5,7.1,68.2,75.7,1242.54,394.20025522436674,0.7,728.07,below_than_avg,372.0798021103962,8613
RO21,36.84942194359317,998.913525249846,6746.079402944324,1253.312343994754,3337.615872640103,41086.4574702375,71112.23478568152,2431.457051199529,321.3200473815311,5152.611902579287,73180.01439417044,21.7,463.16,24.3,120.5,7.1,87.5,74.6,1242.54,394.20025522436674,0.6,664.57,below_than_avg,506.776751254738,11731
RO22,0.967565113977067,959.2436333163798,8176.345893590555,1489.7978672340805,2066.88735564875,38712.15400607715,72742.36559574035,1628.9589714530432,220.73105013207262,4942.4488063401595,88027.3913476962,20.6,419.67,19.9,113.6,7.4,70.9,74.4,1461.73,313.2462608866851,0.6,622.8,below_than_avg,421.5218453065309,10020
RO31,105.98911885749581,898.4516312260113,9629.224202585256,1497.3584947280187,2222.979717210041,36066.16308951339,71851.65935059778,711.7312613049808,160.54451405126395,4634.800866899017,77582.1541227335,17.0,558.65,17.7,103.2,5.9,86.1,75.5,1471.51,284.60323653328624,2.2,516.39,below_than_avg,499.14247584594347,14482
RO32,632.8159924065526,2634.3388162456363,523.2553632598077,1116.924102563219,2240.566545592984,68067.16790080284,99075.78029648554,7437.93502331178,617.0106657961535,4714.078626977926,3254.5191606208778,6.7,708.51,11.3,137.6,4.7,1321.9,77.2,1136.42,977.3075130856906,0.8,1025.84,below_than_avg,447.4156353009171,10389
RO41,26.90523338196166,895.0585973998237,13171.525050394966,1423.5695078907188,2996.8975229911503,38631.72755153478,80427.47914190103,1498.4749339015887,312.8649414863519,4352.36643043453,82401.20309315964,11.4,585.5,13.5,111.6,5.0,66.9,76.2,1392.85,292.9241853446042,0.8,674.44,below_than_avg,302.23894464483783,5774
RO42,90.03770858265405,1174.340099803554,6595.614966017116,1322.792241515569,2427.518233341613,43440.73881726014,75570.87858739585,3148.6666516133405,417.0524081558923,4297.423623185134,93051.00819653623,6.6,657.77,13.3,127.7,4.6,55.7,75.6,1297.81,431.9077833224196,1.5,750.7,below_than_avg,297.32201323187394,5267
SI03,156.27102249793637,1910.5209761348056,5415.395468413072,1064.715657647371,1465.165834554532,61936.324331007294,72218.80215852191,1999.6145496594581,275.45154052864876,6079.751857252466,31134.205808663904,4.1,437.825,9.5,115.9,5.5,89.0,80.7,1034.82,948.2878368599617,7.6,375.86,below_than_avg,65.1811071151951,717
SI04,172.61653122109877,2749.070391193846,2297.5370764041536,891.2997854092338,1369.5851479491369,62507.167251259976,88545.38188018465,5422.00675001933,379.7764520524698,6594.774910654125,14386.719271696813,4.0,437.825,5.8,118.1,4.4,126.9,82.8,880.61,1421.1341277643498,9.3,517.78,below_than_avg,49.60591414963514,494
SK01,341.2525836628873,3939.646829711228,385.30926295415713,905.3274232667058,4762.014004769295,75997.17439873834,121364.05452872794,8013.984635419778,643.6755516792315,4600.4133860619595,11744.465286323612,7.833333333333333,437.825,7.9,108.9,3.4,328.8,79.3,950.52,1609.745934837931,4.7,715.17,below_than_avg,114.09933213061088,764
SK02,77.88717134410065,1584.1060822725399,1208.4711414459543,1041.346820251432,1748.338890334798,53574.969075420886,76593.65761007834,1848.2370796669793,277.60841148552026,3781.2425978401043,44818.15908831709,4.1,437.825,7.7,110.9,4.7,123.0,78.0,1072.85,620.2631659750673,2.0,471.62,below_than_avg,53.18588961899164,970
SK03,106.26241317788575,1408.9056953810823,1052.525275193842,1029.2605018757693,2385.2799675949996,46436.48754287339,71761.20318525417,1774.930149575287,331.16768964343555,4091.907075558149,34840.307154852875,7.4,437.825,10.2,112.2,6.7,82.7,77.2,1015.35,581.7001238045011,3.2,583.78,below_than_avg,43.76171186840068,585
SK04,34.15854479684267,1214.0278576448788,731.7055189395614,885.9718966101944,1958.959664337915,40408.4526424952,58639.83869303018,1825.4547509866659,347.36045374343246,4746.194639811662,33165.735293394864,12.0,437.825,15.4,111.8,10.5,103.9,77.6,874.13,461.3947007564029,2.7,630.22,below_than_avg,47.79738822292014,778
